"ExpectedImmunity","TimeIndex","TimeIndex2","L2IDs","L2Index","L1IDs","L1Index","NObserved","SmoothedImmunity1","SmoothedImmunity2"
0.612337262120057,1,1,290094,126,288571,8,9,0.530649798781585,0.55869780420857
0.59386319546466,1,1,290104,127,288571,8,5,0.515385650660866,0.534491454610174
0.535174046090471,1,1,290105,128,288571,8,6,0.552631912704927,0.548491832790352
0.590306229157651,1,1,290106,129,288571,8,4,0.47620637466514,0.495513292628823
0.476393384,1,1,290108,130,288571,8,2,0.534440307210028,0.530185939563292
0.986612458315302,1,1,290110,131,288571,8,2,0.554510032973343,0.588277822511996
0.648997952704367,1,1,290111,132,288571,8,8,0.481816423025896,0.535383618465991
0.577973067504,1,1,290421,133,288512,1,1,0.642068648096914,0.645578437585954
0.823229375361763,1,1,290447,134,288622,10,2,0.744959361366648,0.742121557671766
0.766605003851572,1,1,290448,135,288622,10,4,0.706069578060068,0.713605617931083
0.350364,1,1,290542,136,288629,11,1,0.611028639470863,0.606415667273698
NA,1,1,290543,137,288629,11,1,0.599434641719859,0.600474924069816
0.986612458315302,1,1,290545,138,288629,11,1,0.649134006363455,0.661635324686545
0.986612458315302,1,1,290547,139,288629,11,1,0.650377047169309,0.660117811454697
0.591967474989181,1,1,290549,140,288629,11,5,0.598256972103256,0.598264680776722
0,1,1,290550,141,288629,11,1,0.526198001136816,0.52017156185954
0.986612458315302,1,1,290552,142,288629,11,1,0.675948008661256,0.684396731587558
NA,1,1,290555,143,288629,11,1,0.565480345608949,0.572648858864614
0,1,1,290558,144,288629,11,1,0.566196578316601,0.558211812642383
NA,1,1,290559,145,288629,11,1,0.589772829236734,0.591104826883239
0.876988851835824,1,1,290567,146,288622,10,9,0.739009017373124,0.784424265916892
0.295153114578825,1,1,290568,147,288622,10,4,0.670743675415567,0.599253426222021
0.731502921157651,1,1,290570,148,288622,10,2,0.72496754257145,0.717047637463911
0.434709978115884,1,1,290694,149,288513,2,24,0.497311260227023,0.459746767809426
NA,1,1,290716,150,288545,5,1,0.642144834413065,0.640324711941809
NA,1,1,290717,151,288545,5,1,0.514964996840694,0.507785169290872
0.510325486105101,1,1,290718,152,288545,5,3,0.559727344959994,0.553510634347214
0.986612458315302,1,1,290720,153,288545,5,3,0.762667451683665,0.795302681066451
0.476393384,1,1,290721,154,288545,5,1,0.526523378057602,0.521200722353871
0.668488229157651,1,1,290722,155,288545,5,2,0.634864519722961,0.639655885550207
0.350364,1,1,290724,156,288545,5,1,0.564027824757161,0.563209545040409
NA,1,1,290725,157,288545,5,1,0.580017759988269,0.579471069949227
NA,1,1,290726,158,288545,5,1,0.647449773661282,0.643827349594808
NA,1,1,290727,159,288545,5,1,0.522097415366629,0.521616919347905
0.590306229157651,1,1,290728,160,288545,5,2,0.61292641606717,0.60889456677751
0.495534558802741,1,1,290729,161,288545,5,3,0.606059050430993,0.590059508703754
NA,1,1,290730,162,288545,5,1,0.705454297701615,0.704569700681474
0.40819578196386,1,1,290734,163,288545,5,5,0.545910262120025,0.514325627269086
NA,1,1,290735,164,288545,5,1,0.619677943852671,0.61345858546065
0.986612458315302,1,1,290737,165,288545,5,2,0.57609666882464,0.608575378385208
NA,1,1,290738,166,288545,5,1,0.48586788657698,0.48791668751443
0.788459343736476,1,1,290741,167,288545,5,4,0.669310403390917,0.693692445808217
0.700796950426921,1,1,290746,168,288604,9,5,0.572742507285931,0.604384614122809
0.415487098887217,1,1,290747,169,288604,9,6,0.58530738284033,0.541863123154315
0.651193029091229,1,1,290748,170,288604,9,7,0.607859293182249,0.623118677920373
0.731534161557829,1,1,290752,171,288604,9,8,0.6138836681786,0.653275170430131
NA,1,1,290753,172,288604,9,1,0.593001388367073,0.598608548054214
0.577973067504,1,1,290754,173,288604,9,1,0.632820446742609,0.63761185835501
0.491547822083887,1,1,290897,174,288719,14,5,0.701200677886447,0.655283945679439
0.5428063472373,1,1,290898,175,288719,14,3,0.575079846301563,0.564372106071589
0.833469380794201,1,1,290899,176,288719,14,6,0.676398095373449,0.716392519189179
0.986612458315302,1,1,290901,177,288719,14,4,0.6766399320987,0.728827029331602
0.567032072372626,1,1,290905,178,288719,14,22,0.685950043077171,0.617520849622398
0.608757227066021,1,1,290906,179,288719,14,18,0.682323613310542,0.642853641498699
0.701768730900611,1,1,290907,180,288719,14,11,0.670009863085039,0.681348130697921
NA,1,1,290913,181,288719,14,1,0.583806059510176,0.588833603654042
0.350364,1,1,290915,182,288719,14,1,0.575304619928591,0.578080745790978
NA,1,1,290939,183,288512,1,1,0.686836066186324,0.683896465551286
0.476393384,1,1,290940,184,288512,1,3,0.700668192874962,0.665377319998068
NA,1,1,290945,185,288512,1,1,0.689210833052984,0.686899686328018
0.731502921157651,1,1,290965,186,288512,1,2,0.682805078715838,0.681377548039642
0.590306229157651,1,1,290984,187,288512,1,2,0.695207635380019,0.679032133002803
NA,1,1,291023,188,288512,1,1,0.687386542344569,0.680870263422322
0.774529638876868,1,1,291024,189,288512,1,3,0.751766186761789,0.743674783929981
NA,1,1,291031,190,288512,1,1,0.702180375954636,0.70388992897799
0.986612458315302,1,1,291034,191,288512,1,1,0.733786593943648,0.7316302143582
0,1,1,291036,192,288512,1,1,0.671692017523161,0.642623486271288
0.986612458315302,1,1,291037,193,288512,1,3,0.772004236697243,0.796675920550787
0.986612458315302,1,1,291041,194,288512,1,1,0.723871994763467,0.722684565139868
0.673369382785163,2,2,288755,1,288732,16,13,0.740972752498323,0.71011369871679
0.665607583574509,2,2,288815,2,288530,3,3,0.531696928204394,0.5523896432276
0.651904589592514,2,2,288872,3,288571,8,2,0.478433744376394,0.488799025228634
0.620842926086174,2,2,288925,4,288513,2,78,0.564901883788586,0.610897667843839
0.581828350375801,2,2,288958,5,288729,15,7,0.462840194480284,0.500431912332939
NA,2,2,288959,6,288729,15,1,0.391419477639481,0.380027217732923
0.523448227842162,2,2,288960,7,288729,15,22,0.551085011414615,0.532871387779317
0.515557588505101,2,2,288961,8,288729,15,15,0.528873658344932,0.519986031856357
0.528927061722355,2,2,288962,9,288729,15,11,0.521411957317908,0.5219310132096
0.432877490511292,2,2,288963,10,288513,2,94,0.480335221876126,0.439937740778578
0.553879099741368,2,2,288964,11,288513,2,25,0.44821687288917,0.514576994440864
0.39417433676173,2,2,288965,12,288513,2,49,0.468428612348745,0.412824560686395
0.529670129214822,2,2,288966,13,288513,2,33,0.456151244135334,0.507879420018698
0.417706913153623,2,2,288974,14,288729,15,18,0.517700869336593,0.46265898371096
0.506333641852261,2,2,288975,15,288513,2,27,0.516681847528878,0.511330789121147
0.452795733199287,2,2,288976,16,288513,2,35,0.469442343400056,0.458285817199203
0.531045421867687,2,2,288977,17,288513,2,56,0.44796286564847,0.511439178265592
0.456463496276765,2,2,288978,18,288513,2,48,0.412860861052849,0.444480578295371
0.474282213212785,2,2,288979,19,288513,2,86,0.511972564499846,0.480870758345967
0.56065352609663,2,2,288980,20,288513,2,38,0.490450538038081,0.539815559139934
0.570945318032348,2,2,288981,21,288513,2,116,0.536729766139981,0.566041130514451
0.530703581506866,2,2,288982,22,288513,2,106,0.556611245317792,0.534597753790459
0.364595115619319,2,2,288983,23,288513,2,36,0.425447363245315,0.382332243288242
0.284945059472921,2,2,288984,24,288513,2,62,0.325282645948403,0.292975615903249
0.323013019183677,2,2,288985,25,288513,2,55,0.398081409860857,0.340342178059901
0.244854772938595,2,2,288986,26,288513,2,34,0.350300190754647,0.277732265591836
0.482463767967032,2,2,288987,27,288513,2,15,0.469334339561926,0.476938211704761
0.385837440148731,2,2,288989,28,288513,2,57,0.423241440054577,0.393528451950246
0.465021085801248,2,2,288990,29,288513,2,13,0.492475193741389,0.481819341971496
0.454036653363243,2,2,288991,30,288513,2,34,0.498476330888557,0.469240723799901
0.664139389130996,2,2,288992,31,288513,2,12,0.486045631163224,0.563946092573926
0.574719963889243,2,2,288993,32,288513,2,39,0.461797057278362,0.542280373081421
0.545622653017421,2,2,288994,33,288513,2,34,0.49219752380552,0.529616245325211
0.634292038220518,2,2,288995,34,288513,2,41,0.559579199441666,0.614616952553607
0.455895422654961,2,2,288996,35,288513,2,12,0.455785276641263,0.458848599144922
0.297027689866044,2,2,288997,36,288513,2,73,0.366211130387514,0.309753232083653
0.593332402093656,2,2,289003,37,288513,2,40,0.526757828361051,0.574309947656631
0.467634052752,2,2,289004,38,288513,2,8,0.485942971517072,0.487986317375172
0.386788137889493,2,2,289009,39,288513,2,33,0.428026144960311,0.401152445035453
0.519536452631052,2,2,289010,40,288513,2,33,0.467457193294248,0.504795517185519
0.446296514983297,2,2,289011,41,288513,2,26,0.4849583570023,0.463192714407806
0.361441911215489,2,2,289012,42,288513,2,37,0.372718654736728,0.364664687577067
0.456120331817056,2,2,289013,43,288513,2,39,0.484175259843909,0.466060108988801
0.438432484324245,2,2,289014,44,288513,2,27,0.420973801287773,0.433390284766084
0.537683279062184,2,2,289163,45,288729,15,8,0.525971309937868,0.525500267569732
0.655036406883767,2,2,289505,46,288732,16,9,0.711774571359816,0.690288874881611
0.635219198115123,2,2,289525,47,288732,16,11,0.721794180641262,0.686952558810316
0.521528508606434,2,2,289526,48,288732,16,3,0.626525795104596,0.609534507529498
0.816539433543535,2,2,289527,49,288732,16,3,0.685889239353402,0.6986641783667
0.644318273626921,2,2,289528,50,288732,16,5,0.682062523453802,0.668371185420857
0.774529638876868,2,2,289530,51,288537,4,3,0.589807954587483,0.609467979898891
0.725836111681028,2,2,289531,52,288732,16,1,0.706076328267962,0.707117345602423
0.57843719886306,2,2,289532,53,288732,16,5,0.671447688708056,0.647999714245482
0.732453000116319,2,2,289533,54,288732,16,11,0.696522636233706,0.710323676356906
0.811028087780403,2,2,289536,55,288732,16,10,0.687626235982139,0.733349499013145
0.714186197774434,2,2,289539,56,288732,16,3,0.69527766523774,0.695848617110858
0.986612458315302,2,2,289541,57,288732,16,4,0.740266198970637,0.784303390022094
0.321991022501333,2,2,289543,58,288537,4,3,0.49881448723024,0.469733388039299
0.585902357958553,2,2,289544,59,288732,16,4,0.709500035865315,0.688407786199231
0.33855103354284,2,2,289547,60,288537,4,15,0.440234404270071,0.386857666188867
0.567507379423804,2,2,289563,61,288530,3,6,0.561618495654109,0.563769815203597
NA,2,2,289565,62,288530,3,1,0.600553083759302,0.596525669789177
0.680132915206825,2,2,289566,63,288530,3,4,0.6078713247429,0.618362343221283
0.618909679956112,2,2,289569,64,288530,3,2,0.612824007467348,0.607018791425888
0.668488229157651,2,2,289570,65,288530,3,2,0.613144359261066,0.616523019422701
0.577973067504,2,2,289571,66,288530,3,2,0.581350151617844,0.577862200046199
0.582438654984759,2,2,289572,67,288537,4,6,0.513159024078088,0.526960017326941
0.527183225752,2,2,289573,68,288530,3,2,0.484086211974015,0.485719369371084
0.527183225752,2,2,289574,69,288530,3,4,0.588895542281656,0.573643699434513
0.431244114578825,2,2,289576,70,288537,4,4,0.491874304612502,0.472116642395998
0.598441373730056,2,2,289577,71,288530,3,4,0.582273827451277,0.581178804728609
0.426923146204112,2,2,289578,72,288530,3,4,0.618561326466005,0.581382600000328
0.194,2,2,289580,73,288537,4,1,0.437901770303777,0.423524423217468
0.850399328044868,2,2,289581,74,288530,3,3,0.627760218486781,0.652767681461049
0.856445974207901,2,2,289593,75,288537,4,2,0.526128621571283,0.549488939466222
0.668161018030484,2,2,289730,76,288708,13,9,0.608653548407245,0.634411672433395
0.544113173002667,2,2,289733,77,288708,13,3,0.522880293538159,0.530048823491393
0.639294312875046,2,2,289734,78,288708,13,16,0.587154317342623,0.61661960000269
0.097,2,2,289735,79,288708,13,2,0.572025386732268,0.543228278145535
NA,2,2,289736,80,288708,13,1,0.541301860857823,0.545787610369208
0.770079339456947,2,2,289738,81,288708,13,11,0.55053872649773,0.641003108748641
0.288986533752,2,2,289739,82,288708,13,2,0.55423984879529,0.541194954683701
NA,2,2,289740,83,288708,13,1,0.573200889968909,0.580526797613865
0,2,2,289741,84,288708,13,2,0.49483093300729,0.455917324136761
NA,2,2,289742,85,288708,13,1,0.537021560636587,0.547153707784488
0.700796950426921,2,2,289743,86,288708,13,5,0.628610784820958,0.649342758197248
0.501842460578825,2,2,289745,87,288708,13,4,0.562297105091958,0.551919743774619
NA,2,2,289746,88,288708,13,1,0.540285484658476,0.549987654335655
0.986612458315302,2,2,289753,89,288708,13,1,0.622813243501877,0.639675145173977
NA,2,2,289755,90,288708,13,1,0.558020873169536,0.565350264587494
NA,2,2,289756,91,288708,13,1,0.522398774381602,0.523639772812632
NA,2,2,289757,92,288708,13,1,0.589978831377546,0.587406588704192
0.986612458315302,2,2,289761,93,288657,12,2,0.699663059567678,0.734598167081949
0.875987636987143,2,2,289764,94,288622,10,12,0.760532759790721,0.808308136046032
0.309445689168,2,2,289765,95,288708,13,3,0.518694999439515,0.494501673061145
0.680326303273101,2,2,289767,96,288708,13,3,0.571463489351154,0.589748491858331
0.686299496033651,2,2,289768,97,288708,13,4,0.634243421268972,0.649273628346299
0.238196692,2,2,289772,98,288547,6,2,0.496928557062884,0.479407139434113
0.655379670172384,2,2,289776,99,288547,6,31,0.617287655780899,0.6440602804444
0.616822212327697,2,2,289781,100,288547,6,19,0.575144079592521,0.600133124446068
0.757318951789181,2,2,289785,101,288547,6,5,0.640841074252495,0.672382172178704
0.61906907226466,2,2,289786,102,288547,6,5,0.575898416467144,0.58865431246399
0.707617378241175,2,2,289788,103,288547,6,3,0.521862347470909,0.552143631707264
0.476393384,2,2,289791,104,288547,6,1,0.576250747619547,0.58325703072585
0.518202473626194,2,2,289794,105,288547,6,9,0.58874016390195,0.567413759567418
0.986612458315302,2,2,289795,106,288622,10,2,0.728414291923211,0.744787790617843
0.507540422749339,2,2,289796,107,288622,10,3,0.670277934831236,0.645459530204902
0.580897229157651,2,2,289797,108,288622,10,4,0.655927168311557,0.643354480482738
0.604226793814184,2,2,289799,109,288547,6,8,0.579730617720124,0.591857234415626
0.756897842033651,2,2,289800,110,288657,12,4,0.665805290523008,0.686017632525477
0.694885361708679,2,2,289801,111,288547,6,8,0.584857552610693,0.624610248881872
0.503970450090985,2,2,289844,112,288513,2,26,0.5246023327315,0.512078946765006
0.413378692,2,2,289861,113,288657,12,2,0.681884675621241,0.664598337545238
0.710498023824318,2,2,289862,114,288657,12,6,0.668287150145434,0.682323370052608
0.663539173603,2,2,289980,115,288565,7,7,0.591560721309554,0.613757525660659
0.667516106071066,2,2,289987,116,288622,10,27,0.715822874485411,0.685347314049511
0.527558505198698,2,2,290085,117,288565,7,8,0.558188371428454,0.549333382698354
0.527110250909289,2,2,290086,118,288565,7,17,0.540330175860536,0.533434283405388
0.645489983705928,2,2,290087,119,288565,7,11,0.553049752132321,0.590689645354697
0.528474019668506,2,2,290088,120,288565,7,20,0.532192417945445,0.529000827568345
0.510248392189043,2,2,290089,121,288565,7,7,0.558594585519189,0.5435941175654
0.578346258188868,2,2,290090,122,288565,7,21,0.563394312611758,0.571997597374901
0.388722978551028,2,2,290091,123,288565,7,8,0.538073287757364,0.489430063022286
0.514364332385884,2,2,290092,124,288565,7,6,0.572648097321513,0.557686579293261
0.487692050101072,2,2,290093,125,288565,7,18,0.550744851947327,0.51671439728146
0.657741638876868,2,2,290094,126,288571,8,9,0.472785278672959,0.535161529332671
0,2,2,290104,127,288571,8,2,0.399899029797686,0.36304306036092
NA,2,2,290105,128,288571,8,1,0.480124092534967,0.476303542821239
0.0907273333333333,2,2,290106,129,288571,8,6,0.353540063463378,0.279867330926948
0.549926376626089,2,2,290108,130,288571,8,7,0.474964447866752,0.495057426911821
0.42851171866466,2,2,290110,131,288571,8,5,0.444222238459579,0.434500077976852
0.111756108987093,2,2,290111,132,288571,8,14,0.335191529241012,0.227878708919582
0.986612458315302,2,2,290421,133,288512,1,1,0.678015945407381,0.6857458184432
0.527183225752,2,2,290447,134,288622,10,2,0.738797682201643,0.714801199742117
0.335196692,2,2,290448,135,288622,10,2,0.688361710835901,0.6575512943002
NA,2,2,290542,136,288629,11,1,0.643837046217283,0.6420482796432
NA,2,2,290543,137,288629,11,1,0.617949549052975,0.613062081659018
NA,2,2,290545,138,288629,11,1,0.649143342877473,0.644973520593883
NA,2,2,290547,139,288629,11,1,0.650454545650321,0.643319426465212
NA,2,2,290549,140,288629,11,1,0.617543062932487,0.613685683805999
NA,2,2,290550,141,288629,11,1,0.573566882635415,0.579575794033474
0.986612458315302,2,2,290552,142,288629,11,1,0.693500432025244,0.695944549220687
NA,2,2,290555,143,288629,11,1,0.583995253009497,0.585236016500571
NA,2,2,290558,144,288629,11,1,0.615758774665516,0.621039787047243
NA,2,2,290559,145,288629,11,1,0.608287736564165,0.603691984462669
0.986612458315302,2,2,290567,146,288622,10,2,0.750907525163178,0.769566032583503
0.974798160839232,2,2,290568,147,288622,10,3,0.749637865606859,0.781876102955221
0.816539433543535,2,2,290570,148,288622,10,3,0.747350406520768,0.75272741331053
0.404972941260304,2,2,290694,149,288513,2,51,0.47020180456583,0.421244532863178
0.590306229157651,2,2,290716,150,288545,5,2,0.620683743002092,0.618055682729369
NA,2,2,290717,151,288545,5,1,0.495859625772683,0.490511217724045
0.38789987105255,2,2,290718,152,288545,5,6,0.526674200878574,0.491792889762795
0.986612458315302,2,2,290720,153,288545,5,7,0.755781340667386,0.826958676056432
0.493306229157651,2,2,290721,154,288545,5,2,0.508953462170611,0.505724249388356
0.657741638876868,2,2,290722,155,288545,5,3,0.617019359673117,0.625812971163932
NA,2,2,290724,156,288545,5,1,0.55663867177267,0.565092361648605
NA,2,2,290725,157,288545,5,1,0.560912388917749,0.562197118379989
NA,2,2,290726,158,288545,5,1,0.628344402575629,0.626553398018223
0.986612458315302,2,2,290727,159,288545,5,1,0.528132700191775,0.544164658088818
